\fixlen = T
\RowsRetrieved = 9667
\ORIGIN = IPAC Infrared Science Archive (IRSA), Caltech/JPL
\SIMULATED_TABLE = n
\DATETIME = 2022-06-21 03:09:16
\DataTag = ADS/IRSA.Gator#2022/0621/030916_11866
\DATABASE = ZTF DR11 Objects (ztf_objects_dr11)
\EQUINOX = J2000
\SKYAREA = within 225 arcsec of  ra=5.07208 dec=+59.30389 Eq J2000 
\StatusFile = /workspace/TMP_wibCZC_6485/Gator/irsa/11866/log.11866.html
\SQL = 'WHERE (no constraints)
\SQL = SELECT (23 column names follow in next row.)
\ 
\ 
\ oid
\ ___ Unique object identifier
\ ra (deg)
\ ___ Object Right Ascension
\ dec (deg)
\ ___ Object Declination
\ field
\ ___ Field identifier
\ ccdid
\ ___ CCD identifier (1-16)
\ qid
\ ___ Quadrant (1-4)
\ filtercode
\ ___ Filter code (zg, zr, zi)
\ ngoodobs
\ ___ Number of epochal detections that were not flagged or masked due to bad pixels
\ ngoodobsrel
\ ___ Number of epochal detections in this release not associated with bad pixels
\ nobs
\ ___ Total number of epochal detections (observation epochs) in the lightcurve
\ nobsrel
\ ___ Total number of epochal detections that are in this release
\ refmag (mag)
\ ___ Object magnitude from reference image if detected (not transient)
\ refmagerr (mag)
\ ___ Error in refMag
\ astrometricrms (deg)
\ ___ Root Mean Squared deviation in epochal positions relative to object RA,Dec
\ chisq
\ ___ Chi-square metric using nobs detections
\ magrms (mag)
\ ___ Root Mean Squared deviation over nobs magnitudes
\ maxmag (mag)
\ ___ Maximum magnitude over nobs detections
\ medianabsdev (mag)
\ ___ Median absolute deviation in magnitudes over nobs detections
\ medianmag (mag)
\ ___ Median magnitude over nobs detections
\ medmagerr (mag)
\ ___ Median of magerr values over nobs detections
\ minmag (mag)
\ ___ Minimum magnitude over nobs detections
\ dist (arcsec)
\ ___ Distance between the target position and each source in arcsec.
\ angle (deg)
\ ___ Position Angle in degree.
\ 
\
|oid             |ra       |dec       |field|ccdid|qid |filtercode|ngoodobs|ngoodobsrel|nobs|nobsrel|refmag      |refmagerr   |astrometricrms|chisq       |magrms      |maxmag      |medianabsdev|medianmag   |medmagerr   |minmag      |dist      |angle     |
|long            |double   |double    |int  |int  |int |char      |int     |int        |int |int    |double      |double      |double        |double      |double      |double      |double      |double      |double      |double      |double    |double    |
|                |deg      |deg       |     |     |    |          |        |           |    |       |mag         |mag         |deg           |            |mag         |mag         |mag         |mag         |mag         |mag         |arcsec    |deg       |
|null            |null     |null      |null |null |null|null      |null    |null       |null|null   |null        |null        |null          |null        |null        |null        |null        |null        |null        |null        |null      |null      |
 1809211300042053 5.0494522 59.3314038  1809    11    3 zr               39          39   39      39 2.076400E+01 5.000000E-02   1.435137E-06 1.172851E+00 2.042544E-01 2.109200E+01 1.307545E-01 2.073132E+01 1.652867E-01 2.022188E+01 107.418241 337.243835 
 1809211300062250 5.0554953 59.2752742  1809    11    3 zr                0           0    0       0 2.155500E+01 1.150000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 107.434604 196.494994 
  806103100048923 5.1221516 59.3193175   806     3    1 zg                1           1    1       1 2.257200E+01 2.640000E-01   0.000000E+00 0.000000E+00         null 2.109579E+01 0.000000E+00 2.109579E+01 1.683089E-01 2.109579E+01 107.462546  58.859160 
  806103100049351 5.0146665 59.2982101   806     3    1 zg                1           1    1       1 2.189500E+01 1.940000E-01   0.000000E+00 0.000000E+00         null 2.163628E+01 0.000000E+00 2.163628E+01 2.013361E-01 2.163628E+01 107.483050 259.057859 
 1809211300042876 5.1158055 59.2840548  1809    11    3 zr               52          52   52      52 2.062100E+01 1.100000E-01   1.457035E-06 1.484447E+00 2.101329E-01 2.098262E+01 1.462765E-01 2.048110E+01 1.460945E-01 2.014476E+01 107.516594 131.598044 
  806303100043562 5.1221468 59.3193571   806     3    1 zi               35          31   39      34 2.048000E+01 5.600000E-02   1.186098E-06 9.027525E-01 1.258625E-01 2.072244E+01 7.916069E-02 2.043217E+01 1.300064E-01 2.014328E+01 107.528703  58.791689 
 1809211300075555 5.1164935 59.2844302  1809    11    3 zr               33          33   34      34 2.154500E+01 1.360000E-01   1.434023E-06 1.491683E+00 2.589664E-01 2.128585E+01 1.529121E-01 2.056297E+01 1.519810E-01 2.023434E+01 107.580133 130.612408 
 1809211300054168 5.1137242 59.3249021  1809    11    3 zr                1           1    1       1 2.255200E+01 2.540000E-01   0.000000E+00 0.000000E+00         null 2.157752E+01 0.000000E+00 2.157752E+01 2.289084E-01 2.157752E+01 107.588957  45.307521 
  806303100093109 5.0153301 59.2965468   806     3    1 zi                4           3    5       4 2.046400E+01 1.300000E-01   2.220170E-06 7.216913E-01 8.502451E-02 2.044069E+01 6.192493E-02 2.033711E+01 1.272149E-01 2.027407E+01 107.600954 255.802312 
 1809111300004494 5.1214051 59.3200429  1809    11    3 zg                0           0    0       0 2.271300E+01 1.830000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 107.677462  57.292240 
  806203100022894 5.1222167 59.3193801   806     3    1 zr              187         183  187     183 2.138400E+01 1.200000E-01   1.625252E-06 1.210384E+00 2.983383E-01 2.174106E+01 1.588974E-01 2.111973E+01 1.946335E-01 1.990562E+01 107.681422  58.789346 
 1809211300075554 5.1172369 59.2848157  1809    11    3 zr                5           5    5       5 2.188000E+01 1.340000E-01   1.363339E-06 2.360618E+00 3.027216E-01 2.128585E+01 2.771339E-01 2.084795E+01 1.740556E-01 2.057082E+01 107.730680 129.578762 
  806103100029907 5.0139386 59.3000726   806     3    1 zg                1           1    1       1 2.252900E+01 2.820000E-01   0.000000E+00 0.000000E+00         null 2.193410E+01 0.000000E+00 2.193410E+01 2.195348E-01 2.193410E+01 107.735118 262.696409 
 1809211300006970 5.1222223 59.3194054  1809    11    3 zr               14          14   15      15 2.117700E+01 6.000000E-02   1.452043E-06 1.196463E+00 2.374273E-01 2.133316E+01 1.413813E-01 2.089786E+01 1.751930E-01 2.051076E+01 107.737386  58.750732 
 1809111300028580 5.0142525 59.3088630  1809    11    3 zg               25          25   26      26 2.094000E+01 4.100000E-02   9.474133E-07 1.493249E+00 1.897975E-01 2.121367E+01 1.796970E-01 2.092789E+01 1.784156E-01 2.064290E+01 107.761916 279.587916 
 1809211300007391 5.0142434 59.3088534  1809    11    3 zr               72          72   77      77 1.954800E+01 2.500000E-02   5.062817E-07 9.615073E-01 9.434178E-02 1.974552E+01 4.941273E-02 1.957291E+01 7.619215E-02 1.928433E+01 107.772685 279.568323 
  806303100062053 5.0142189 59.3088417   806     3    1 zi               43          39   47      42 1.893100E+01 3.200000E-02   3.999096E-07 1.163880E+00 5.668422E-02 1.907254E+01 3.454781E-02 1.892331E+01 4.400849E-02 1.876069E+01 107.810129 279.542290 
  806203100023265 5.0142238 59.3088687   806     3    1 zr              772         763  830     820 1.963500E+01 2.500000E-02   8.258017E-07 1.016997E+00 1.012949E-01 2.009579E+01 5.662727E-02 1.960601E+01 8.255247E-02 1.922692E+01 107.817323 279.594026 
  806303100081982 5.0884826 59.3326468   806     3    1 zi                4           4    4       4 2.207900E+01 2.520000E-01   2.289281E-06 2.871582E-01 6.634542E-02 2.135316E+01 3.624249E-02 2.126051E+01 1.871203E-01 2.119169E+01 107.820209  16.220708 
  806103100019940 5.1303264 59.3076331   806     3    1 zg              342         333  446     435 1.735800E+01 1.500000E-02   2.560773E-07 7.437201E-01 2.036512E-02 1.739297E+01 1.185036E-02 1.732985E+01 2.362359E-02 1.724333E+01 107.880982  82.799535 
  806103100029553 5.0966314 59.3311126   806     3    1 zg                0           0    0       0 2.273900E+01 2.780000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 107.881319  24.701772 
 1809111300045872 5.0169965 59.2935401  1809    11    3 zg                9           9    9       9 2.079600E+01 5.800000E-02   9.874706E-07 1.706068E+00 3.017410E-01 2.101752E+01 1.864357E-01 2.068163E+01 1.620156E-01 1.995986E+01 107.883213 249.819292 
  806303100062116 5.1303351 59.3076120   806     3    1 zi               43          39   48      43 1.627100E+01 2.800000E-02   1.431396E-07 1.129181E+00 1.499325E-02 1.628952E+01 9.225845E-03 1.626201E+01 1.211342E-02 1.623592E+01 107.887417  82.840618 
  806203100023361 5.1303432 59.3076284   806     3    1 zr              864         855 1207    1196 1.659000E+01 2.000000E-02   2.418999E-07 1.039387E+00 1.901943E-02 1.663855E+01 1.119518E-02 1.657968E+01 1.596900E-02 1.642415E+01 107.909509  82.810489 
 1809211300042461 5.1303480 59.3076189  1809    11    3 zr               77          77   86      86 1.658300E+01 2.000000E-02   1.630716E-07 1.130788E+00 1.509611E-02 1.661977E+01 1.077461E-02 1.658732E+01 1.412682E-02 1.653509E+01 107.914016  82.829089 
 1809111300004870 5.1303548 59.3076167  1809    11    3 zg               66          66   70      70 1.731900E+01 1.800000E-02   3.746301E-07 8.392023E-01 2.034934E-02 1.735929E+01 1.302814E-02 1.731395E+01 2.301653E-02 1.725651E+01 107.925433  82.834083 
  806103100019874 5.0141604 59.3088860   806     3    1 zg              162         158  194     189 2.092700E+01 9.400000E-02   1.532185E-06 1.063616E+00 1.768008E-01 2.143891E+01 1.117258E-01 2.089240E+01 1.557373E-01 2.040365E+01 107.942541 279.616373 
  806303100081977 5.0864427 59.3329687   806     3    1 zi                1           1    1       1 2.200300E+01 3.160000E-01   0.000000E+00 0.000000E+00         null 2.035275E+01 0.000000E+00 2.035275E+01 1.235706E-01 2.035275E+01 107.956919  14.139664 
  806103100047140 5.1131159 59.3253677   806     3    1 zg                0           0    0       0 2.307600E+01 3.530000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 107.990474  44.258255 
 1809111300045870 5.1290380 59.2965178  1809    11    3 zg                0           0    0       0 2.216900E+01 1.660000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 107.997399 104.201430 
 1809211300062227 5.1076901 59.2800254  1809    11    3 zr                6           6    6       6 2.145600E+01 1.530000E-01   1.981595E-06 1.162527E+00 2.166044E-01 2.146402E+01 1.559925E-01 2.117895E+01 1.989412E-01 2.087703E+01 108.012322 142.677355 
  806103100042761 5.1268642 59.2930045   806     3    1 zg              326         317  430     419 1.609700E+01 1.200000E-02   2.238323E-07 8.247008E-01 1.822941E-02 1.615393E+01 9.932518E-03 1.610733E+01 1.785611E-02 1.603043E+01 108.052113 111.241013 
  806203100052237 5.1268864 59.2930101   806     3    1 zr              847         838 1205    1194 1.545500E+01 1.600000E-02   2.399917E-07 1.008963E+00 1.727045E-02 1.553339E+01 8.938789E-03 1.545874E+01 1.313492E-02 1.536736E+01 108.082825 111.223201 
  806303100073926 5.1268807 59.2929794   806     3    1 zi               38          34   43      38 1.519400E+01 2.500000E-02   1.054878E-07 9.307069E-01 1.454993E-02 1.524582E+01 6.753922E-03 1.521917E+01 1.075888E-02 1.516716E+01 108.113206 111.279797 
 1809111300042683 5.1268920 59.2929886  1809    11    3 zg               66          66   70      70 1.609700E+01 1.700000E-02   2.839040E-07 9.715734E-01 2.025681E-02 1.614465E+01 1.059151E-02 1.609593E+01 1.616241E-02 1.603675E+01 108.120518 111.259444 
 1809211300062088 5.1268922 59.2929864  1809    11    3 zr               77          77   86      86 1.545200E+01 2.000000E-02   1.384451E-07 8.322425E-01 1.317303E-02 1.548782E+01 6.281853E-03 1.546044E+01 1.119082E-02 1.540856E+01 108.123739 111.263283 
  806303100043726 5.1257656 59.3162306   806     3    1 zi               12          10   15      12 2.123300E+01 1.110000E-01   1.185363E-06 8.996782E-01 1.963381E-01 2.124331E+01 1.036463E-01 2.102855E+01 1.708010E-01 2.062879E+01 108.185154  65.731289 
 1809111300005028 5.0135629 59.3004265  1809    11    3 zg                0           0    0       0 2.238400E+01 1.360000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 108.265323 263.411898 
 1809111300037400 5.0173559 59.2927328  1809    11    3 zg               49          49   51      51 2.007300E+01 4.900000E-02   1.380462E-06 1.261739E+00 1.426709E-01 2.038362E+01 9.779358E-02 2.008385E+01 1.149118E-01 1.979603E+01 108.308461 248.255636 
 1809211300007340 5.1289088 59.3118777  1809    11    3 zr                5           5    5       5 2.215600E+01 2.180000E-01   1.081939E-06 9.518563E-01 2.213971E-01 2.153452E+01 1.382160E-01 2.139631E+01 2.152836E-01 2.104106E+01 108.311475  74.579439 
  806303100073211 5.0965692 59.3312648   806     3    1 zi                0           0    0       0 2.231500E+01 2.150000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 108.331761  24.525702 
 1809211300042709 5.0172399 59.2927497  1809    11    3 zr               73          73   80      80 1.895700E+01 5.900000E-02   5.367355E-07 1.771034E+00 8.599398E-02 1.926602E+01 6.307983E-02 1.906717E+01 5.280652E-02 1.883165E+01 108.483970 248.327283 
  806203100056848 5.0282416 59.3240966   806     3    1 zr               63          62   64      63 2.094700E+01 9.700000E-02   3.003892E-06 1.495311E+00 2.775863E-01 2.136670E+01 1.847992E-01 2.096737E+01 1.832283E-01 2.007535E+01 108.527967 312.107265 
 1809211300054456 5.0133988 59.3004341  1809    11    3 zr               75          75   78      78 1.956400E+01 3.500000E-02   9.976685E-07 2.492997E+00 3.489480E-01 2.038103E+01 1.206093E-01 1.948421E+01 7.172704E-02 1.925185E+01 108.561761 263.444643 
  806303100073907 5.0171770 59.2927685   806     3    1 zi               38          34   43      38 1.830200E+01 7.900000E-02   3.438146E-07 1.433096E+00 5.257342E-02 1.854693E+01 3.006649E-02 1.842492E+01 3.110509E-02 1.827716E+01 108.566397 248.383049 
  806203100057033 5.0133864 59.3004449   806     3    1 zr              652         644  676     667 2.021900E+01 4.200000E-02   1.259008E-06 2.583585E+00 3.048772E-01 2.056420E+01 1.945667E-01 2.004754E+01 1.116529E-01 1.917892E+01 108.579935 263.466406 
  806303100082403 5.0133881 59.3004276   806     3    1 zi               39          35   44      39 1.841300E+01 4.100000E-02   2.842742E-07 1.120541E+00 8.268023E-02 1.856165E+01 2.381897E-02 1.842819E+01 3.151513E-02 1.801554E+01 108.583990 263.433571 
  806303100082102 5.0281978 59.3240972   806     3    1 zi               12          11   14      12 2.009600E+01 1.450000E-01   2.170912E-06 6.089810E-01 1.053695E-01 2.030244E+01 4.696465E-02 2.021955E+01 1.143382E-01 1.990648E+01 108.589144 312.079671 
  806103100040235 5.0129654 59.3044596   806     3    1 zg               46          45   53      51 2.165500E+01 1.080000E-01   2.034866E-06 1.474519E+00 2.852885E-01 2.187078E+01 1.821098E-01 2.136839E+01 1.831079E-01 2.064434E+01 108.655959 271.106769 
  806303100088526 5.0129581 59.3044123   806     3    1 zi               38          35   42      38 1.972800E+01 6.600000E-02   7.565681E-07 1.270746E+00 1.237430E-01 2.003069E+01 7.155800E-02 1.978329E+01 8.348790E-02 1.945354E+01 108.666368 271.016871 
 1809211300054307 5.1276936 59.3141617  1809    11    3 zr                1           1    1       1 2.204400E+01 1.800000E-01   0.000000E+00 0.000000E+00         null 2.132353E+01 0.000000E+00 2.132353E+01 2.098117E-01 2.132353E+01 108.672893  70.082769 
 1809211300070207 5.0129516 59.3043835  1809    11    3 zr               39          39   40      40 2.050200E+01 5.500000E-02   1.276500E-06 1.437313E+00 1.866483E-01 2.081916E+01 1.358490E-01 2.042485E+01 1.401293E-01 1.991980E+01 108.676613 270.962111 
 1809211300054115 5.0367720 59.3281283  1809    11    3 zr                0           0    0       0 2.285000E+01 3.250000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 108.725663 323.389571 
  806103100040284 5.1293631 59.2963504   806     3    1 zg                2           2    2       2 2.210000E+01 1.870000E-01   1.627076E-06 0.000000E+00 2.562097E-01 2.214111E+01 0.000000E+00 2.195994E+01 2.211141E-01 2.177877E+01 108.725818 104.431715 
  806303100091203 5.0995993 59.3306374   806     3    1 zi                0           0    0       0 2.184200E+01 2.770000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 108.754533  27.688091 
  806303100093128 5.1286758 59.2950609   806     3    1 zi               13          11   15      12 2.048200E+01 8.200000E-02   1.654690E-06 2.553130E+00 2.497282E-01 2.108380E+01 2.459507E-01 2.054022E+01 1.428233E-01 2.026030E+01 108.769800 106.966604 
 1809211300070268 5.1287220 59.2951171  1809    11    3 zr                6           6    6       6 2.124500E+01 1.120000E-01   1.419381E-06 1.004209E+00 3.990948E-01 2.133584E+01 1.329269E-01 2.114317E+01 1.962514E-01 2.026458E+01 108.792023 106.851627 
  806303100073559 5.1285531 59.3130134   806     3    1 zi                1           1    1       1 2.170900E+01 1.330000E-01   0.000000E+00 0.000000E+00         null 2.101382E+01 0.000000E+00 2.101382E+01 1.703973E-01 2.101382E+01 108.842962  72.412494 
 1809211300070033 5.0658584 59.3339601  1809    11    3 zr                2           2    2       2 2.189200E+01 1.340000E-01   3.826549E-07 0.000000E+00 5.345704E-02 2.131153E+01 0.000000E+00 2.127374E+01 2.060680E-01 2.123594E+01 108.853974 353.976044 
  806203100057092 5.1294942 59.2964361   806     3    1 zr               38          37   39      38 2.121100E+01 1.180000E-01   2.954415E-06 1.496372E+00 3.481281E-01 2.195430E+01 2.047930E-01 2.124091E+01 2.029082E-01 2.040825E+01 108.882587 104.242815 
  806303100094888 5.1023783 59.3298986   806     3    1 zi                3           3    4       3 2.147200E+01 1.470000E-01   1.118994E-06 0.000000E+00 2.003868E-01 2.104544E+01 0.000000E+00 2.081128E+01 1.569613E-01 2.064669E+01 108.925236  30.716482 
  806203100060401 5.0127790 59.3044036   806     3    1 zr              471         463  478     470 2.038300E+01 7.000000E-02   1.807002E-06 1.197520E+00 1.757532E-01 2.100952E+01 1.195564E-01 2.048548E+01 1.480179E-01 1.987156E+01 108.994934 270.997492 
  806303100073260 5.0365621 59.3281658   806     3    1 zi                4           3    4       3 2.131800E+01 1.420000E-01   1.159103E-06 2.630025E-01 5.070643E-02 2.111607E+01 3.073311E-02 2.105589E+01 1.732489E-01 2.099192E+01 109.064272 323.269410 
  806203100066401 5.0260913 59.3230484   806     3    1 zr               16          16   18      18 2.142000E+01 1.370000E-01   3.833534E-06 1.275835E+00 5.772147E-01 2.139327E+01 1.648588E-01 2.115609E+01 1.915762E-01 1.949711E+01 109.067573 309.244408 
  806303100073861 5.1294818 59.2961909   806     3    1 zi                9           8   11       9 2.087700E+01 1.240000E-01   1.513505E-06 1.106555E+00 1.429067E-01 2.109516E+01 1.208534E-01 2.084201E+01 1.619235E-01 2.068879E+01 109.081812 104.695078 
  806303100073541 5.1279192 59.3141889   806     3    1 zi               12          10   15      12 2.112000E+01 1.510000E-01   8.812601E-07 6.405593E-01 1.036354E-01 2.117107E+01 7.173061E-02 2.095895E+01 1.660234E-01 2.082365E+01 109.095981  70.108386 
 1809211300043028 5.0932770 59.2755828  1809    11    3 zr               44          44   44      44 2.028200E+01 9.600000E-02   1.632037E-06 1.067880E+00 1.666687E-01 2.074988E+01 1.017780E-01 2.043108E+01 1.413044E-01 1.989318E+01 109.103370 159.063027 
  806303100043359 5.1180122 59.3231101   806     3    1 zi               44          40   49      44 1.555500E+01 2.600000E-02   9.019558E-08 1.305666E+00 1.174536E-02 1.557984E+01 9.681225E-03 1.555172E+01 1.099315E-02 1.552996E+01 109.127819  50.630784 
 1809111300051812 5.1075659 59.2795885  1809    11    3 zg                0           0    0       0 2.193300E+01 1.160000E-01  6.932616E-310         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 109.131117 143.273084 
 1809111300045933 5.0932735 59.2755666  1809    11    3 zg                9           9   10      10 2.137200E+01 7.400000E-02   2.557659E-06 1.054139E+00 3.226200E-01 2.154415E+01 1.487522E-01 2.133981E+01 2.092134E-01 2.056319E+01 109.155551 159.077113 
 1809211300006791 5.1180140 59.3231262  1809    11    3 zr               77          77   86      86 1.586800E+01 1.900000E-02   1.371935E-07 1.129609E+00 1.562712E-02 1.592528E+01 9.092331E-03 1.587500E+01 1.193359E-02 1.583754E+01 109.167119  50.608353 
 1809111300004389 5.1180167 59.3231266  1809    11    3 zg               66          66   70      70 1.677700E+01 1.700000E-02   2.972065E-07 8.202732E-01 1.917449E-02 1.681688E+01 1.060390E-02 1.677590E+01 1.916599E-02 1.672125E+01 109.171867  50.609419 
  806203100022739 5.1179984 59.3231386   806     3    1 zr              875         866 1230    1219 1.587500E+01 1.500000E-02   2.466169E-07 9.447077E-01 1.430115E-02 1.592646E+01 8.810997E-03 1.587579E+01 1.382775E-02 1.576888E+01 109.173281  50.580703 
  806103100019500 5.1180062 59.3231388   806     3    1 zg              357         348  464     453 1.680000E+01 1.300000E-02   2.148252E-07 9.965099E-01 2.056303E-02 1.684580E+01 1.369667E-02 1.679723E+01 2.037780E-02 1.672971E+01 109.184812  50.585180 
  806303100088498 5.0131717 59.3079010   806     3    1 zi               35          32   38      34 2.040200E+01 8.500000E-02   1.123161E-06 9.841240E-01 1.598147E-01 2.089448E+01 8.391762E-02 2.038202E+01 1.264234E-01 2.005479E+01 109.210802 277.623090 
 1809211300066564 5.0278760 59.3241737  1809    11    3 zr                7           7    7       7 2.113600E+01 1.310000E-01   1.199516E-06 1.217830E+00 2.598690E-01 2.125459E+01 1.446457E-01 2.087506E+01 1.760933E-01 2.048343E+01 109.212675 311.979325 
